url	col_taxon_id	country_code
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBBLCYV	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFASCWNM	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCDCTPK	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUIZPR	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBANKXE	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBAUBFR	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI02016	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFASDCNS	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0FHCYFAVDKWW	17476085	NLD
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFASDLLF	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI02368	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI04210	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/09365A904B82	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/000457374612	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI00435	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBAUIKQ	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBAULEI	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBAIONY	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCKCDUY	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCKCNKF	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCKCXEK	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCKFSXG	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCXTPDNESM	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUJVFL	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI04199	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI10271	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBAJXEM	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI11149	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI10401	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUKXRH	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUKZOG	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAULIVC	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBFMTTT	21469951	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUMINS	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUMUNU	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFASELIH	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI04302	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCFEQPR	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/000464941765	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/000457090927	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBBLFNP	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI08010	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCQBGJU	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/000465015904	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUNRWC	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI08044	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBAVNCV	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI00421	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCIXISY	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUNXAB	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUOYPR	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/000464944063	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/07C125654CFC	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCEFVKK	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI07036	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI04119	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/000000025260	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUPEPM	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI00436	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUPSRK	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUQIPV	6518916	
http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAUQKRG	6518916	
