	sourceTaxonID	scientificName	name	name_uninomial	name_specific_epithet	name_infra_specific_epithet	name_authorship	taxonKey	occCount	countryCode	occCountNL	occCountNLspecimen	occCountNLobservation	occCountNLsince2000	occCountNLsince1950
121	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSIBRAYF	Acanthosoma haemorrhoidale (Linnaeus, 1758)	Acanthosoma haemorrhoidale 	Acanthosoma	haemorrhoidale		(Linnaeus, 1758)	5866246	2336	NL	5	0	0	0	0
122	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFAQPBTN	Acanthothrips nodicornis (O. M. Reuter, 1880)	Acanthothrips nodicornis 	Acanthothrips	nodicornis		(O. M. Reuter, 1880)	1420401	49	NL	0	0	0	0	0
123	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI10545	Acarapis woodi (Rennie, 1921)	Acarapis woodi 	Acarapis	woodi		(Rennie, 1921)	4542910	22	NL	0	0	0	0	0
124	http://www.nederlandsesoorten.nl/nsr/concept/000486670000	Acarospora anomala H. Magn.	Acarospora anomala 	Acarospora	anomala		H. Magn.	3414497	41	NL	0	0	0	0	0
125	http://www.nederlandsesoorten.nl/nsr/concept/00F8F62A4222	Acarospora chrysops (Tuck.) H. Magn., 1979	Acarospora chrysops 	Acarospora	chrysops		(Tuck.) H. Magn., 1979	2600504	31	NL	1	0	0	0	0
126	http://www.nederlandsesoorten.nl/nsr/concept/0FHCYFBRFVOP	Acarospora fuscata (Schrad.) Th. Fr.	Acarospora fuscata 	Acarospora	fuscata		(Schrad.) Th. Fr.	7250044	13422	NL	5	0	0	0	0
127	http://www.nederlandsesoorten.nl/nsr/concept/000486670027	Acarospora nitrophila H. Magn.	Acarospora nitrophila 	Acarospora	nitrophila		H. Magn.	2600531	174	NL	0	0	0	0	0
128	http://www.nederlandsesoorten.nl/nsr/concept/0799ECF44B40	Acarospora rufescens (Ach.) Bausch, 1861	Acarospora rufescens 	Acarospora	rufescens		(Ach.) Bausch, 1861	5953486	1045	NL	0	0	0	0	0
129	http://www.nederlandsesoorten.nl/nsr/concept/0018AA8644D6	Acarospora sinopica (Wahlenb.) K_rb., 1859	Acarospora sinopica 	Acarospora	sinopica		(Wahlenb.) K_rb., 1859	2600524	950	NL	0	0	0	0	0
130	http://www.nederlandsesoorten.nl/nsr/concept/0FHCYFBRFYNE	Acarospora smaragdula (Wahlenb.) A. Massal.	Acarospora smaragdula 	Acarospora	smaragdula		(Wahlenb.) A. Massal.	5953484	2898	NL	0	0	0	0	0
131	http://www.nederlandsesoorten.nl/nsr/concept/0FHCYFBRFZIC	Acarospora veronensis A. Massal.	Acarospora veronensis 	Acarospora	veronensis		A. Massal.	2600544	500	NL	0	0	0	0	0
132	http://www.nederlandsesoorten.nl/nsr/concept/000486670054	Acarospora versicolor Bagl. & Carestia	Acarospora versicolor 	Acarospora	versicolor		Bagl. & Carestia	2600519	15	NL	0	0	0	0	0
133	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFOOGLOR	Acartauchenius scurrilis (O. P.-Cambridge, 1872)	Acartauchenius scurrilis 	Acartauchenius	scurrilis		(O. P.-Cambridge, 1872)	2136710	29	NL	0	0	0	0	0
134	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI04193	Acartia bifilosa (Giesbrecht, 1881)	Acartia bifilosa 	Acartia	bifilosa		(Giesbrecht, 1881)	2114441	78	NL	3	0	0	0	0
135	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI11748	Acartia tonsa Dana, 1848	Acartia tonsa 	Acartia	tonsa		Dana, 1848	2114446	2445	NL	1	0	0	0	0
136	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBBSYVH	Acartophthalmus bicolor Oldenberg, 1910	Acartophthalmus bicolor 	Acartophthalmus	bicolor		Oldenberg, 1910	1443616	24	NL	0	0	0	0	0
137	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBBSZRO	Acartophthalmus nigrinus (Zetterstedt, 1848)	Acartophthalmus nigrinus 	Acartophthalmus	nigrinus		(Zetterstedt, 1848)	1443614	102	NL	0	0	0	0	0
138	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCJJUPZ	Acasis viretata (Hªbner, 1799)	Acasis viretata 	Acasis	viretata		(Hªbner, 1799)	1968214	8141	NL	53	0	0	0	0
139	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYSI00838	Acaudinum centaureae (Koch, 1854)	Acaudinum centaureae 	Acaudinum	centaureae		(Koch, 1854)	2070055	1	NL	0	0	0	0	0
140	http://www.nederlandsesoorten.nl/nsr/concept/000486740932	Acaulon muticum (Hedw.) Mªll. Hal.	Acaulon muticum 	Acaulon	muticum		(Hedw.) Mªll. Hal.	5280933	469	NL	3	0	0	0	0
141	http://www.nederlandsesoorten.nl/nsr/concept/000464941632	Accipiter gentilis (Linnaeus, 1758)	Accipiter gentilis 	Accipiter	gentilis		(Linnaeus, 1758)	2480589	181962	NL	107	0	0	0	0
142	http://www.nederlandsesoorten.nl/nsr/concept/000464942064	Accipiter nisus (Linnaeus, 1758)	Accipiter nisus 	Accipiter	nisus		(Linnaeus, 1758)	2480637	341757	NL	242	0	0	0	0
143	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBMVHPP	Acemya acuticornis (Meigen, 1824)	Acemya acuticornis 	Acemya	acuticornis		(Meigen, 1824)	1465006	15	NL	0	0	0	0	0
144	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCIEFRD	Acentria ephemerella (Denis & Schiffermªller, 1775)	Acentria ephemerella 	Acentria	ephemerella		(Denis & Schiffermªller, 1775)	4531687	2966	NL	351	0	0	0	0
145	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFBQJKBF	Acentrotypus brunnipes (Boheman, 1839)	Acentrotypus brunnipes 	Acentrotypus	brunnipes		(Boheman, 1839)	4463168	3	NL	0	0	0	0	0
146	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCCIKQS	Acer campestre L.	Acer campestre 	Acer	campestre		L.	3189863	95034	NL	5171	0	0	0	0
147	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCCILRL	Acer negundo L.	Acer negundo 	Acer	negundo		L.	3189866	6877	NL	22	0	0	0	0
148	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCCIMSD	Acer platanoides L.	Acer platanoides 	Acer	platanoides		L.	3189846	55151	NL	1622	0	0	0	0
149	http://www.nederlandsesoorten.nl/nsr/concept/0AHCYFCCINSW	Acer pseudoplatanus L.	Acer pseudoplatanus 	Acer	pseudoplatanus		L.	3189870	169202	NL	14872	0	0	0	0
